text,sentiment
Disappointed with the healthcare system.,negative
I love this city!,negative
The weather is amazing.,negative
I hate the traffic here.,negative
I hate the traffic here.,negative
Pleased with the cleanliness.,negative
Excited for the festival!,negative
Feeling sad about the pollution.,negative
I love this city!,negative
I hate the traffic here.,negative
Happy with the new park.,negative
Feeling sad about the pollution.,negative
Excited for the festival!,negative
Disappointed with the healthcare system.,negative
I love this city!,negative
Disappointed with the healthcare system.,negative
I love this city!,negative
Disappointed with the healthcare system.,negative
Excited for the festival!,negative
I hate the traffic here.,negative
Pleased with the cleanliness.,negative
The weather is amazing.,negative
Excited for the festival!,negative
The weather is amazing.,negative
Excited for the festival!,negative
I hate the traffic here.,negative
Feeling sad about the pollution.,negative
Happy with the new park.,negative
Excited for the festival!,negative
Pleased with the cleanliness.,negative
The public services are great.,negative
The public services are great.,negative
Feeling sad about the pollution.,negative
I love this city!,negative
I love this city!,negative
The public services are great.,negative
I love this city!,negative
Disappointed with the healthcare system.,negative
Feeling sad about the pollution.,negative
Pleased with the cleanliness.,negative
Feeling sad about the pollution.,negative
The weather is amazing.,negative
I love this city!,negative
Excited for the festival!,negative
The weather is amazing.,negative
I love this city!,negative
Excited for the festival!,negative
I hate the traffic here.,negative
I love this city!,negative
I love this city!,negative
Pleased with the cleanliness.,negative
Feeling sad about the pollution.,negative
I hate the traffic here.,negative
Happy with the new park.,negative
Happy with the new park.,negative
I love this city!,negative
The weather is amazing.,negative
I love this city!,negative
Feeling sad about the pollution.,negative
Feeling sad about the pollution.,negative
I love this city!,negative
I hate the traffic here.,negative
The public services are great.,negative
Pleased with the cleanliness.,negative
I love this city!,negative
Excited for the festival!,negative
I hate the traffic here.,negative
Pleased with the cleanliness.,negative
Pleased with the cleanliness.,negative
Feeling sad about the pollution.,negative
Excited for the festival!,negative
Pleased with the cleanliness.,negative
The weather is amazing.,negative
The weather is amazing.,negative
The public services are great.,negative
Disappointed with the healthcare system.,negative
Frustrated with the noise.,negative
Disappointed with the healthcare system.,negative
The weather is amazing.,negative
Feeling sad about the pollution.,negative
I love this city!,negative
Happy with the new park.,negative
Happy with the new park.,negative
Pleased with the cleanliness.,negative
I hate the traffic here.,negative
Excited for the festival!,negative
Feeling sad about the pollution.,negative
The public services are great.,negative
I love this city!,negative
