garbage,sewage,complaints,population,risk_level,hospital_access,vaccination_rate
10,57,54,1120,high,1,0.5866574436060227
16,80,82,9640,high,1,0.2506404761435741
22,91,32,7683,high,0,0.20557156258488196
78,81,55,3980,high,1,0.49418826715993913
59,49,9,9744,high,0,0.3831489461239165
45,36,1,7457,high,1,0.8863124674686799
14,63,67,8694,high,0,0.7230039559017347
35,60,63,7850,high,1,0.6869836064599026
99,90,92,5786,high,0,0.4836358975843781
72,93,88,9283,high,0,0.7736429791874107
7,12,85,9372,high,0,0.4378249966899801
72,62,17,8494,high,1,0.027886536639189607
83,72,85,8641,high,0,0.9465717174981588
97,75,1,6920,high,1,0.9627976072968378
73,94,50,4653,high,1,0.9813686939192299
94,65,97,7461,high,0,0.14566004431590007
56,21,75,1784,high,1,0.7047482826568748
99,35,86,3470,high,0,0.12402024339980178
83,20,3,3259,high,1,0.6049487417234904
63,62,42,9357,high,0,0.05186632815345871
68,43,81,6935,high,1,0.9624162002149107
19,15,34,7635,high,0,0.12064579621393534
81,37,37,8980,high,0,0.9826675915199599
99,35,86,3470,high,0,0.9619548285739237
20,5,46,3593,high,0,0.4540593759066801
29,36,65,8887,high,0,0.8119432916308912
24,58,45,7875,high,1,0.4912897951389683
29,29,70,1234,high,1,0.3221953366085988
97,98,71,8843,high,1,0.31410692096625714
68,13,35,2348,high,0,0.9729572447643651
45,79,44,3507,high,1,0.2585561884359395
47,13,89,2389,high,1,0.7738311746065663
16,80,82,9640,high,0,0.11009277951477259
51,82,90,3659,high,1,0.733592276206606
2,62,18,2291,high,0,0.7179634987937216
46,27,50,9422,high,0,0.5675712591981137
70,39,31,5075,high,0,0.12010276249832863
62,89,65,5341,high,1,0.20581109015805277
20,65,96,2809,high,0,0.03834897798904757
76,56,45,9775,high,0,0.2815175366159549
2,62,18,2291,high,1,0.8737164946437939
24,82,97,2283,high,0,0.04235118819505301
99,35,86,3470,high,0,0.2455460237858137
20,65,96,2809,high,0,0.9520492058054939
25,75,76,1814,high,0,0.03897309447406361
57,46,20,5677,high,0,0.09322586729883253
7,12,85,9372,high,1,0.8450537926523204
72,51,42,8795,high,0,0.5768209284020608
37,49,69,5062,high,0,0.8152700442831018
54,45,21,7485,high,0,0.3676840712208852
40,79,31,1479,high,1,0.5461604663339639
70,39,31,5075,high,0,0.022451595726027285
37,67,82,2780,high,1,0.20810348104827114
80,8,43,1756,high,0,0.4284430292096556
80,8,43,1756,high,1,0.3541881417431407
7,24,30,3422,high,0,0.18847934719511827
51,82,90,3659,high,0,0.3014218687868587
46,27,50,9422,high,0,0.902576474203673
76,4,75,8887,high,1,0.30511819229255555
69,74,20,9473,high,0,0.2320250805715225
37,49,69,5062,high,1,0.3786919998799655
2,62,18,2291,high,1,0.38510584836716233
82,53,0,6497,high,1,0.3714697462878158
39,52,25,6600,high,0,0.4149794716933314
9,87,12,9705,high,0,0.15393326604826663
1,92,78,4679,high,1,0.18174385031357343
40,79,31,1479,high,0,0.14456829586122533
79,19,60,2652,high,1,0.4910137833161471
1,14,93,6664,high,0,0.10899423187748936
76,16,86,7413,high,0,0.43527670402668284
65,42,40,6606,high,1,0.16684070636778814
16,80,82,9640,high,0,0.6652730603628848
76,16,86,7413,high,1,0.41942636234075614
10,59,65,4853,high,0,0.5928993897554236
96,19,69,2369,high,1,0.7882858275343823
24,58,45,7875,high,1,0.9678088252032989
89,70,31,1949,high,1,0.09369118440705249
47,99,57,7578,high,1,0.9053313400140589
36,15,54,3282,high,0,0.7280915183964709
37,49,69,5062,high,0,0.5863696928532192
63,62,42,9357,high,0,0.4522281569614458
47,36,72,1100,high,1,0.32185139678205277
57,16,2,6434,high,0,0.6564414394384572
23,49,83,8670,high,1,0.9897648447475009
79,19,60,2652,high,1,0.8717577559796077
86,84,94,1569,high,1,0.9142829632805627
71,32,60,6546,high,0,0.24016478317482537
72,13,41,4487,high,1,0.6362419906816278
74,85,60,7200,high,0,0.07831265697307699
73,94,50,4653,high,0,0.6983604710646625
70,66,87,1883,high,1,0.8339649152971784
57,64,2,3955,high,0,0.9732309134675494
36,49,40,7163,high,1,0.7579104993024249
5,49,76,2618,high,0,0.038406011234853654
29,36,65,8887,high,1,0.8517130657859562
4,91,14,9718,high,0,0.9832346939199758
46,27,50,9422,high,1,0.8547137874061758
97,42,35,1948,high,0,0.1837718721695396
48,60,65,9269,high,0,0.38028248397096875
5,49,76,2618,high,1,0.623774283884022
76,94,97,6531,high,0,0.18533810462324807
4,75,66,1246,high,1,0.7621255034516259
0,43,50,3902,high,1,0.5410253923797337
70,83,96,9737,high,1,0.15861204530149153
18,74,72,7976,high,0,0.2176424330443676
31,10,21,4216,high,0,0.10483262811125305
71,95,19,6644,high,0,0.09437457501038582
57,16,2,6434,high,1,0.6015482168895774
95,71,28,3428,high,0,0.2770268054577254
86,36,53,7010,low,1,0.9290105047616136
6,64,89,5926,low,1,0.18417331488398525
22,73,32,7065,low,1,0.33362351892328945
33,98,19,1634,low,0,0.41292882335188885
8,74,44,3218,low,1,0.9866898216135683
40,11,81,2249,low,0,0.5422002499535016
47,44,61,8640,low,0,0.685352977289828
44,16,30,6712,low,1,0.9765191728734839
24,79,41,2245,low,1,0.5572538786027537
24,65,64,1442,low,0,0.9042200013047785
38,40,2,5675,low,0,0.3434994187293111
79,28,8,5377,low,1,0.7955904305497088
67,33,77,8096,low,1,0.4026617912810949
18,48,2,6765,low,1,0.21933876393132745
27,53,97,2031,low,1,0.4150769706707963
75,94,32,7981,low,0,0.1426705153488661
53,2,31,6392,low,1,0.9538168421057144
5,66,63,8972,low,1,0.2124223253329176
92,80,38,3800,low,1,0.3725322565407382
93,99,83,3775,low,1,0.3046675828032346
1,16,71,7044,low,0,0.9544750317236295
92,61,24,4850,low,1,0.6601978208934389
54,36,18,2188,low,0,0.8192584585450093
0,51,83,6153,low,1,0.6778916785122584
31,26,50,9592,low,1,0.7980650691830777
16,39,25,1723,low,0,0.26454469610451814
7,46,55,3329,low,1,0.4886607062013564
41,43,63,8545,low,1,0.12655096955048473
78,67,26,3822,low,1,0.9387755335095836
52,10,44,5460,low,1,0.06291792312364641
53,76,3,1270,low,1,0.8498253684939057
54,76,98,9250,low,0,0.909418739937721
21,91,30,7999,low,1,0.5482153517089412
48,76,31,9991,low,1,0.0790194443782134
7,65,59,7531,low,1,0.3107711515675058
39,72,55,2649,low,1,0.9707627492756505
33,96,13,8351,low,0,0.0999326029745885
95,13,32,6911,low,1,0.8604875776978194
46,32,63,7436,low,1,0.5467136862199954
8,61,91,2715,low,1,0.09700246440505811
32,12,42,9150,low,0,0.2739415975784363
92,46,58,8675,low,1,0.12254379301810914
57,80,18,6539,low,0,0.8872972130175665
84,95,20,7048,low,1,0.659626799489073
68,42,21,2151,low,1,0.8012658910186794
9,7,8,6492,low,1,0.016761046143182634
12,11,72,7302,low,1,0.4103750260892023
9,48,79,4428,low,0,0.2777653089598159
66,61,32,4955,low,0,0.8221532100175517
11,50,75,5038,low,0,0.8200039579026079
48,58,54,8011,low,1,0.623866742737064
48,75,4,9879,low,0,0.9840780051093115
88,14,58,9521,low,0,0.09974708243322739
35,22,48,1784,low,1,0.4911572246179621
89,96,82,6036,low,0,0.7760874760915073
77,44,53,8127,low,1,0.7830494727284038
0,78,7,6775,low,1,0.1310200769204528
11,63,54,4708,low,1,0.09090705333010152
76,55,82,9953,low,0,0.16811997251919697
51,43,81,8692,low,1,0.8995525372375842
86,28,94,8252,low,1,0.9602171647106027
79,88,56,5187,low,0,0.843504517865488
21,53,79,1036,low,1,0.41926200392155577
55,82,6,9060,low,0,0.16015029455387164
96,65,77,9065,low,0,0.016058237657974428
57,21,52,4880,low,1,0.9445143033599167
92,19,62,6932,low,1,0.22632338505355343
63,32,88,9328,low,0,0.47230631642939425
11,71,31,7333,low,0,0.5032743297264646
89,97,51,1661,low,0,0.941938873540271
23,7,88,3729,low,1,0.017485597925384844
59,53,98,3867,low,0,0.3827166486547706
26,13,32,4544,low,0,0.6204140229496302
22,56,90,8565,low,1,0.4726050369812499
95,74,44,3217,low,1,0.3202343986306858
13,4,16,5796,low,0,0.17842986351792423
90,70,55,5606,low,0,0.13967104254997176
42,36,60,1416,low,1,0.4711322106549779
70,38,9,5513,low,1,0.2775898422991169
37,25,88,2421,low,0,0.5894087743758587
80,27,80,2477,low,0,0.5730645347617557
51,26,86,9762,low,0,0.46823510308594496
19,8,7,5443,low,0,0.5551566344704442
16,39,64,7869,low,0,0.7942973606698612
37,67,94,7609,low,0,0.6300746812578805
89,9,87,3577,low,0,0.21129715875687327
43,19,68,2068,low,0,0.07673951610832153
59,74,80,6591,low,0,0.9597717278037541
16,61,72,5829,low,1,0.2517845597584184
47,24,84,2387,low,0,0.7134183058359199
42,61,31,9562,low,1,0.5969241341400459
53,95,42,8063,low,1,0.5765725992107477
88,58,96,4628,low,1,0.40572377559043105
85,4,76,7157,low,1,0.9904310892706171
30,98,0,9860,low,1,0.18252961415056057
69,49,99,9721,low,0,0.1466551147538877
57,0,29,3347,low,1,0.2405354046620266
58,89,81,1726,low,1,0.9132186435326665
92,57,74,5923,low,0,0.17158757740575825
45,78,39,4279,low,1,0.6420819463350116
63,46,28,4807,low,0,0.8057996902842807
19,79,91,7099,low,0,0.2670731512452458
77,92,18,7169,low,1,0.5140868121132857
38,23,2,8790,low,1,0.5712776789846933
32,33,40,1588,low,0,0.12048714056046572
30,1,89,4231,low,1,0.6745103746000483
70,86,83,6044,low,1,0.6943504821683658
61,71,76,7103,low,0,0.7617665706174217
55,67,77,7783,low,1,0.48534474732707633
6,13,90,6594,low,1,0.7818627605261145
88,62,86,4822,low,0,0.8809036827940261
83,62,46,4688,low,1,0.9565135785711582
33,95,53,8211,low,0,0.7196956741037723
29,89,93,7319,low,1,0.6663011730949912
9,63,94,7278,low,0,0.3939306336881573
90,18,59,4598,low,0,0.42759903174644087
58,10,73,4680,low,1,0.07984440065796794
62,14,22,2758,low,0,0.5019814715334036
86,9,26,3599,low,0,0.3510218849796307
9,26,89,6813,low,0,0.1788565964569001
61,51,76,2501,low,0,0.8535387737974093
33,64,49,8550,low,0,0.39550899505649584
39,92,92,2041,low,0,0.7984236405948512
63,75,54,7375,low,1,0.6372251762749126
38,57,71,4067,low,0,0.29184987027126685
9,38,1,1675,low,1,0.2018478587133501
70,27,79,7668,low,0,0.8107751560055242
54,29,94,5267,low,1,0.5686085670584171
0,36,69,6988,low,1,0.7222052787763544
48,66,84,8652,low,0,0.7778273767152318
35,42,89,9680,low,1,0.5362031985626233
6,67,23,4495,low,0,0.8235306617125687
92,91,55,9448,low,0,0.4180067534065056
93,22,89,2779,low,0,0.2587263466432118
10,85,40,9014,low,1,0.11820723956951817
72,23,65,2118,low,0,0.20765418092964538
11,50,24,8631,low,1,0.7590281945454401
12,56,8,6691,low,1,0.3135371075978154
82,81,91,9532,low,1,0.538523858167085
87,89,32,5746,low,1,0.2324987955471025
33,22,85,6679,low,1,0.12491927924004798
61,30,81,4598,low,1,0.21147582362628314
30,8,14,5214,low,0,0.7399989593534404
67,20,56,9166,low,0,0.8532055075441208
38,95,21,5526,low,0,0.7233234816346746
7,51,28,8971,low,0,0.07736228923465338
65,96,64,3989,low,1,0.7148337173865618
87,84,4,4823,low,1,0.8882123145483446
25,78,82,3429,low,0,0.334681806196534
18,83,9,7718,low,1,0.8894858077001878
56,81,99,1051,low,1,0.00710557667975853
36,91,24,1318,low,1,0.3624856019634999
91,72,59,8018,low,1,0.2782950906361711
72,55,6,7057,low,0,0.11785005828655382
5,91,45,8043,low,0,0.7970965635450128
10,42,0,8874,low,0,0.3091319057989754
81,25,98,2502,low,0,0.1889225223865586
90,81,69,9598,low,1,0.20545466035926774
35,67,96,6806,low,1,0.4599244776159006
25,43,15,5354,low,0,0.6073589377272401
52,60,23,1722,low,1,0.909217477495556
24,73,76,4331,low,1,0.9890767653347724
85,94,75,4116,low,0,0.03783734223476898
4,66,68,1330,low,1,0.36622086979732804
3,1,30,3212,low,1,0.01698420456994021
20,69,29,6614,low,1,0.5088887726050534
76,25,17,6913,low,1,0.10876300505424574
88,71,43,6913,low,1,0.9172065468173084
13,0,96,1329,low,0,0.8456739753220663
99,2,55,7742,low,0,0.4279544327960958
15,50,96,9125,low,0,0.22120769055867973
15,14,38,6703,low,0,0.735707975819355
28,37,62,7644,low,0,0.8055602386896901
91,82,95,8420,low,1,0.22438310904473902
87,46,16,9411,low,0,0.34146618621892544
18,77,70,3593,low,1,0.03772544760690988
85,29,75,9437,low,0,0.6462971067165644
73,4,34,4349,low,1,0.7195645277865804
45,82,43,6247,low,0,0.06726956068087298
90,30,67,6356,low,1,0.8765856560683427
32,87,47,5898,low,0,0.8870816819999857
98,74,85,6239,low,0,0.043848943638133964
62,56,63,2734,low,0,0.3533902555544923
27,90,61,3196,low,1,0.1702944424666466
92,78,12,2906,low,1,0.38331548305132845
48,85,55,5227,low,1,0.15504160406910783
56,23,50,4849,low,0,0.37752679355442553
83,72,15,7849,low,1,0.9451584816148596
74,45,6,3322,low,0,0.2085596403950688
56,17,44,9378,low,1,0.13115804019846333
99,9,6,8254,low,1,0.3714862762167177
87,72,14,9401,low,0,0.33486814820071586
42,30,39,2563,low,0,0.47834938421504414
22,27,82,9217,low,1,0.07745310673217365
36,54,54,1321,low,0,0.8317684523548516
5,13,76,6698,low,0,0.540304547713827
64,57,94,6604,low,0,0.5255341630963412
5,88,79,7742,low,1,0.7247246428894731
87,23,56,6674,low,1,0.9643712313691288
78,63,91,1910,low,1,0.5540460582408614
87,26,67,8701,low,1,0.2954874533797115
98,90,7,7945,low,0,0.6281377113587934
64,38,63,3400,low,0,0.6264611304922536
45,78,40,3343,low,1,0.04388185006625234
10,0,78,6193,low,1,0.6791582448753348
11,49,92,4536,low,1,0.9763129670300357
35,61,37,1976,low,1,0.3531023062914519
32,55,89,1107,low,1,0.7929741568093163
40,12,91,7229,low,1,0.7470011216810293
57,8,98,7877,low,1,0.1776637662711521
30,0,15,3107,low,0,0.8276253037578403
54,69,78,1559,low,0,0.707235960372899
30,46,27,4439,low,0,0.8189925041203887
69,90,8,4928,low,1,0.6903376226794867
14,35,34,2760,low,1,0.2628539226556392
91,31,96,4275,low,0,0.17322065757515137
14,80,64,5295,low,1,0.7105896402750747
87,59,79,2811,low,0,0.5533028866223411
97,64,91,5615,low,0,0.26612757459953407
37,25,37,3582,low,1,0.3262934600239088
93,76,10,7445,low,0,0.7481970351971937
41,58,66,4837,low,0,0.005408905926547858
64,40,6,9651,low,0,0.2501224145989841
0,56,48,3552,low,1,0.6435710261227042
19,48,25,7096,low,1,0.7408747554497767
67,68,70,2556,low,1,0.5176112102757854
21,5,94,4955,low,1,0.6616800612761553
81,64,19,1404,low,0,0.42480494902079646
0,24,50,2620,low,0,0.20579829061254518
29,0,80,3952,low,1,0.8621162233483673
68,59,39,1565,low,1,0.6941374475210169
74,28,96,5799,low,0,0.9478958969433343
94,72,99,9776,low,1,0.043713987173447655
79,59,78,8614,low,1,0.1154931854446154
23,16,54,1537,low,1,0.7632419038349132
65,59,28,2415,low,0,0.02411231848330264
42,67,9,8013,low,1,0.18657574192407167
27,79,43,3770,low,1,0.787854159589324
46,64,6,8187,low,0,0.803520646351687
41,87,25,3180,low,1,0.15085486565918071
93,87,78,2960,low,0,0.19432724711730065
31,16,65,4270,low,1,0.9058791179192784
0,91,91,1582,low,1,0.7572990865259116
80,93,42,8979,low,1,0.8963242689776713
70,26,70,4060,low,1,0.6861198004460758
33,30,67,7213,low,1,0.8300281593381807
72,45,4,3377,low,1,0.14986456132750015
99,98,28,2239,low,1,0.045362471460375864
8,84,36,6055,low,0,0.2358328354397703
5,88,6,6772,low,1,0.7403405528754792
15,53,53,5349,low,0,0.895434835991443
82,29,98,6156,low,1,0.9610293324540363
80,21,26,6461,low,0,0.7370848539375775
63,42,7,6302,low,1,0.8071663585425594
65,79,92,2629,low,0,0.9535051409064097
73,80,28,5839,low,0,0.0836477995081405
3,25,40,1557,low,1,0.6424665546131139
76,64,10,7998,low,1,0.5449716274883404
47,36,65,5666,low,1,0.8981551061540327
32,65,97,9906,low,1,0.1350932648735318
82,39,79,7446,low,1,0.8956421484324351
9,8,83,3160,low,0,0.24823982836770364
64,76,24,6740,low,0,0.13954811026510072
41,74,29,5457,low,1,0.1634816599306178
68,41,55,9609,low,1,0.5695932396129056
21,76,51,8642,low,0,0.7243423487970674
63,56,47,9798,low,0,0.051845767435027224
55,29,30,5798,low,1,0.6771934127299319
24,18,1,6718,low,1,0.30518136808214824
90,6,77,3068,low,1,0.10567539250964253
59,81,71,6715,low,0,0.2015402041702682
96,86,5,2308,low,0,0.976894140931398
36,30,73,5861,low,1,0.6592321791608741
30,32,22,3776,low,1,0.9963525450648814
97,77,2,2596,low,1,0.5730647812581544
35,47,45,4898,low,1,0.6010480553642733
78,77,83,6624,low,1,0.681133820618164
25,52,71,9176,low,1,0.3617414814617582
67,5,92,4862,low,1,0.07987608620279929
75,80,2,8308,low,0,0.8132511019646492
41,22,9,7021,low,0,0.6294926079789439
81,35,64,5135,low,0,0.7839801358459701
3,16,46,8867,low,1,0.4484237152015057
19,67,64,3477,low,0,0.5781391619762352
9,54,71,4093,low,1,0.42172493858702953
33,75,82,8207,low,0,0.11739932653861496
47,0,24,7227,low,0,0.2094306972251474
32,20,56,4535,low,0,0.7560953869513495
60,20,62,3913,low,1,0.7455834338048223
64,51,91,9836,low,0,0.46993418803523834
79,9,7,9955,low,0,0.6797934661869066
97,52,38,6878,low,1,0.4498193234764275
12,50,22,8663,low,0,0.9128030370589354
41,16,46,9112,low,1,0.4250444674667424
98,73,55,4804,low,1,0.016509837218385726
30,22,6,9093,low,0,0.6355483541501505
72,0,15,6608,low,0,0.2300919644799717
7,63,83,7395,low,1,0.1048335431690599
49,0,33,7344,low,0,0.40779419974965836
69,66,25,1375,low,0,0.4792982764900853
74,88,40,5062,low,1,0.022896371719949515
53,32,56,6695,low,1,0.7828537525936338
24,21,86,7998,low,1,0.4901833729053836
2,47,16,3366,low,1,0.3656679680135647
85,86,8,9976,low,0,0.5998687279960834
21,25,94,1496,low,0,0.43923847992524134
1,98,73,8699,low,1,0.6864340578026954
15,28,76,6688,low,1,0.6931662464366721
47,60,25,5960,low,0,0.11068937395726386
7,56,73,8730,low,1,0.33885515424165014
45,43,62,8235,low,0,0.4738859582712782
18,96,51,1978,low,1,0.3525512255964559
42,54,13,3243,low,0,0.15007229838567104
81,32,27,2286,low,1,0.21496963833149318
73,69,56,5121,low,1,0.27238116274842594
72,88,49,8273,low,1,0.6106320139408025
30,45,13,4535,low,0,0.20885438562711633
60,51,42,9853,low,1,0.9797415447009536
69,87,80,7539,low,0,0.5344211311466567
67,40,67,8069,low,0,0.22529801162337826
18,2,38,1171,low,1,0.053023347212924454
62,33,15,9667,low,1,0.2478074764651772
92,48,53,2049,low,0,0.3609869360694039
29,86,22,1815,low,0,0.6667150925267218
74,12,10,9945,low,1,0.09105883793431913
25,97,67,9653,low,0,0.2794879002484304
41,23,60,8741,low,1,0.9269656818417645
88,59,1,3523,low,0,0.41981194810400435
65,17,4,3639,low,0,0.9248592713428536
40,91,67,5872,low,1,0.11443062786320823
76,71,8,9638,low,0,0.2730939528500068
20,32,67,8229,medium,1,0.935730141381808
21,89,64,3984,medium,1,0.23833960390447073
58,79,1,1561,medium,0,0.119510153648972
59,10,92,1740,medium,0,0.9239742828559209
52,32,40,2265,medium,0,0.23382135092417078
45,22,4,6837,medium,1,0.04670344940884519
17,19,7,3036,medium,1,0.4027196392655792
72,56,28,8973,medium,1,0.9594285984986896
1,47,72,3808,medium,0,0.7719190645819427
80,36,48,8635,medium,0,0.5174260470288364
8,13,92,1754,medium,1,0.9397581560777645
48,58,94,8644,medium,0,0.25269141738832124
23,51,27,3419,medium,0,0.34740865932612386
7,58,7,3963,medium,0,0.6182463156309815
88,2,22,7702,medium,1,0.9407498144373734
34,76,71,3911,medium,1,0.7779637651378777
50,56,23,1185,medium,1,0.12527163567100497
17,12,76,8410,medium,1,0.2701460424820794
25,70,89,6526,medium,0,0.3376422261619002
79,82,17,2161,medium,0,0.8464613262988113
0,16,68,5756,medium,1,0.9802644734614965
8,13,92,1754,medium,0,0.6689711246192194
70,73,43,1602,medium,0,0.8656935007913601
72,90,38,6373,medium,1,0.308716136300936
94,82,62,2609,medium,1,0.7056074232181293
75,22,72,5555,medium,1,0.3064054623890077
70,3,71,5967,medium,1,0.22501160239081253
40,62,99,5694,medium,0,0.21867971989183632
51,16,61,9676,medium,0,0.14267558575699246
20,32,67,8229,medium,0,0.14275840414888152
92,23,6,3274,medium,1,0.9959403102873633
7,58,7,3963,medium,0,0.5448873911560416
66,40,46,6132,medium,0,0.40097193544926724
70,31,88,3428,medium,0,0.4102871802138345
7,43,73,8876,medium,1,0.3794888477849093
43,46,34,4466,medium,0,0.3869634091208194
82,48,95,8475,medium,0,0.010768897204428196
18,81,65,7927,medium,0,0.7138513015176007
64,54,32,5558,medium,1,0.8782931653589432
85,8,60,9744,medium,1,0.8596957348426166
96,48,53,1095,medium,0,0.7203028842489549
45,22,4,6837,medium,0,0.199406980353235
97,30,99,7553,medium,1,0.0808933533114885
14,35,85,5477,medium,0,0.5435173493902482
77,73,21,5617,medium,0,0.27059456493745915
42,42,47,7862,medium,1,0.8699894862166786
8,85,34,2786,medium,1,0.48779469196549685
9,97,50,1818,medium,1,0.8002439611480581
67,97,65,9218,medium,0,0.18014417278977912
8,79,10,2977,medium,1,0.6047873145659255
0,16,68,5756,medium,0,0.6521539308828872
1,24,46,6790,medium,1,0.007569316890936428
43,46,34,4466,medium,0,0.9948945656614213
30,14,68,1815,medium,1,0.37681186773010744
16,99,54,4176,medium,1,0.01274493670499488
70,73,43,1602,medium,0,0.9506901574568054
27,84,67,1990,medium,0,0.24790059992509794
85,36,83,7189,medium,1,0.5868332495721699
67,45,25,3365,medium,1,0.9574396549094969
34,57,60,4017,medium,0,0.5881970295260783
5,2,8,7711,medium,0,0.8029045349115433
69,92,41,6660,medium,1,0.9055778459850019
84,91,76,6775,medium,1,0.2519886087341485
66,75,95,7680,medium,1,0.5826656382101211
73,67,79,3416,medium,1,0.6707134680553684
94,82,62,2609,medium,1,0.06129203916059467
87,99,49,2137,medium,0,0.7284908229710341
26,74,93,1318,medium,0,0.10508958582388328
19,95,25,8044,medium,0,0.9814794557362816
55,70,2,8910,medium,1,0.5974977927257649
31,72,37,4879,medium,0,0.051418513434764224
58,58,74,5970,medium,1,0.09681229801824343
61,72,15,6067,medium,0,0.2451085588888704
72,52,51,2164,medium,1,0.5040527545798541
18,9,15,4631,medium,1,0.9998329039354756
19,9,81,5759,medium,0,0.28527215275104334
33,96,59,3196,medium,0,0.07595103193641228
96,69,22,5431,medium,1,0.05220991916439499
74,71,96,2914,medium,0,0.40624570423941886
18,9,15,4631,medium,0,0.503584607704296
29,84,34,6062,medium,0,0.7524304142725269
82,31,29,7341,medium,0,0.4933719005809064
23,35,5,2245,medium,1,0.8708128162234541
81,18,7,5889,medium,1,0.7768595362585842
76,62,20,9194,medium,0,0.768150839883801
95,20,9,3285,medium,0,0.813076524629945
1,7,74,6435,medium,1,0.97598502193538
72,69,34,4809,medium,1,0.3493420277755397
74,63,70,9846,medium,1,0.7132188062216844
23,25,95,5858,medium,1,0.43407151017885626
76,66,0,8145,medium,0,0.3148582828431705
60,9,41,1908,medium,0,0.1133688535475883
75,9,31,5406,medium,0,0.8248440644337202
7,43,73,8876,medium,0,0.31393005741832625
35,25,39,1352,medium,1,0.024826427861024403
9,34,16,7635,medium,0,0.9913984584189903
1,8,8,8383,medium,1,0.39559721065041487
96,69,60,2193,medium,1,0.06970469321390738
98,31,8,7999,medium,1,0.5741389671686059
75,11,29,6974,medium,0,0.6638103793203234
56,77,43,5681,medium,0,0.9788475815966162
8,79,10,2977,medium,0,0.5994471885102219
69,40,69,1504,medium,1,0.5046041269328402
27,78,4,5830,medium,1,0.35996243351461
60,46,65,5878,medium,0,0.47312348586719954
61,45,63,2142,medium,0,0.7318873546469475
49,68,9,1947,medium,0,0.18964034594627388
88,88,90,9534,medium,0,0.6045817580588211
19,38,71,2701,medium,1,0.29896297904666913
89,26,31,8432,medium,0,0.12776091292084346
56,28,70,9303,medium,1,0.8354467870049305
95,66,20,9771,medium,1,0.33675079699053945
19,32,85,2613,medium,1,0.5516476222533315
70,31,88,3428,medium,0,0.8650768044222564
17,10,36,3924,medium,0,0.3325589277425348
65,51,49,5650,medium,0,0.5840898798975008
49,18,74,3397,medium,1,0.7794074940470413
40,62,99,5694,medium,0,0.35084099216976394
52,69,47,8871,medium,0,0.9974099140350907
47,74,72,2919,medium,1,0.667510348883552
97,86,15,7386,medium,0,0.14463846329686791
90,50,99,5952,medium,0,0.6480957339746284
73,19,15,1822,medium,1,0.5053243088087894
37,63,82,6040,medium,0,0.9657860492265695
94,81,49,1071,medium,0,0.199615192746748
23,35,5,2245,medium,1,0.6410501647506603
72,69,34,4809,medium,0,0.8152571529099976
79,23,67,8614,medium,0,0.7384876580497047
85,8,60,9744,medium,0,0.5990715311779943
30,27,69,6430,medium,0,0.608366180910576
17,19,7,3036,medium,1,0.47470560719423394
70,31,88,3428,medium,0,0.43616398796261013
72,37,50,3654,medium,0,0.4332139209272151
79,35,76,8849,medium,0,0.3835449600643577
60,3,12,8614,medium,0,0.8965000903672085
42,3,29,2949,medium,0,0.5061999433046197
21,70,60,7560,medium,1,0.9697559050638432
37,63,82,6040,medium,1,0.11389000453378628
92,21,40,2515,medium,0,0.49673064929958877
18,9,15,4631,medium,1,0.4827131995316146
59,10,92,1740,medium,1,0.0784326681489631
17,10,36,3924,medium,1,0.9770124377808128
51,85,99,2183,medium,1,0.04812905912689602
84,71,28,6633,medium,0,0.0369867461779525
55,10,30,1874,medium,0,0.45751056293831627
53,15,59,3815,medium,1,0.7185059155063495
38,77,81,3696,medium,0,0.2162002583540077
99,32,64,9378,medium,1,0.8584103187749621
67,97,65,9218,medium,0,0.9342165362706901
63,55,58,3368,medium,0,0.024123067079596994
19,15,16,9402,medium,1,0.0136889017803844
26,74,93,1318,medium,0,0.9156366708730685
26,39,3,9281,medium,1,0.8688039552628445
88,2,22,7702,medium,1,0.7673378423105706
30,64,11,5570,medium,1,0.08147245165903949
38,10,21,4819,medium,1,0.08327048231230028
33,96,59,3196,medium,1,0.2588671846941094
9,18,86,9691,medium,0,0.9836933312541621
19,15,16,9402,medium,0,0.9793958820120439
71,53,59,4065,medium,0,0.5195784114940913
75,58,59,3093,medium,1,0.08724827206308383
13,30,51,7744,medium,1,0.25563357494281536
84,80,10,2669,medium,1,0.5424321130227912
83,78,52,2406,medium,0,0.7028977732533758
29,84,34,6062,medium,1,0.060370321837846075
7,43,73,8876,medium,1,0.39275336226998414
37,63,82,6040,medium,1,0.6791072001399829
22,60,97,2934,medium,1,0.3655222037006918
73,67,79,3416,medium,0,0.8780488513082171
76,96,4,8982,medium,0,0.5782815160101258
50,13,94,1607,medium,0,0.006291397735321502
97,30,99,7553,medium,1,0.45750282868980807
44,65,77,2480,medium,1,0.5127996742002693
73,67,79,3416,medium,1,0.6074556437976595
88,88,90,9534,medium,0,0.6343263814744554
14,57,71,2478,medium,0,0.7431605490642347
37,28,65,2179,medium,1,0.743403263754488
38,88,25,9085,medium,0,0.7907122165555256
71,26,99,2900,medium,0,0.9562349603789987
20,78,58,2485,medium,0,0.08587156879204771
49,47,76,1906,medium,0,0.17233359454888486
79,35,76,8849,medium,1,0.4520294965338104
45,38,32,9910,medium,0,0.1793046652682906
20,32,67,8229,medium,0,0.05798458365957293
9,57,12,8862,medium,1,0.9440865775500586
2,23,18,4435,medium,0,0.6382211925388146
29,84,34,6062,medium,0,0.32143936101912407
